x,y,Width,Height,Score,Label,Person,Image
48,235,1040,763,0.29627,canadaPencil,Person38,Person38_2
4,6,404,859,0.41673,birdCall,Person38,Person38_3
48,6,316,619,0.29231,cloudSign,Person38,Person38_3
240,310,628,848,0.25619,yellowBag,Person38,Person38_3
244,16,96,523,0.31331,pinkCandle,Person38,Person38_4
172,6,256,1067,0.29797,sign,Person38,Person38_4
432,294,756,896,0.26404,yellowBag,Person38,Person38_4
368,491,376,251,0.27211,blueSunglasses,Person38,Person38_5
384,368,352,512,0.46016,redWhistle,Person38,Person38_6
68,646,292,960,0.28376,sign,Person38,Person38_6
148,16,312,747,0.26159,cloudSign,Person38,Person38_7
448,603,560,1003,0.2595,pumpkinNotes,Person38,Person38_7
364,224,384,571,0.48536,redWhistle,Person38,Person38_7
560,870,332,667,0.38491,hairClip,Person38,Person38_7
224,6,496,832,0.33798,birdCall,Person38,Person38_8
456,102,192,571,0.31365,cloudSign,Person38,Person38_8
232,6,652,720,0.36191,pumpkinNotes,Person38,Person38_8
212,6,692,1094,0.53925,yellowBalloon,Person38,Person38_8
908,86,296,651,0.32758,hairClip,Person38,Person38_8
256,6,600,1248,0.45636,yellowBag,Person38,Person38_8
748,299,292,635,0.32464,cloudSign,Person38,Person38_9
620,32,556,992,0.37254,partyFavor,Person38,Person38_9
624,534,216,1072,0.32334,sign,Person38,Person38_9
4,571,580,1035,0.33188,yellowBag,Person38,Person38_9
1245,1222,1573,1176,0.29403,cloudSign,Person39,Person39_1
1245,749,2299,1728,0.91195,vancouverCards,Person39,Person39_1
518,3,326,305,0.29373,cloudSign,Person39,Person39_10
562,43,236,195,0.53067,eyeball,Person39,Person39_10
145,472,336,288,0.39491,redWhistle,Person39,Person39_10
531,3,165,507,0.29679,sign,Person39,Person39_10
250,212,303,491,0.35983,cloudSign,Person39,Person39_11
137,4,101,263,0.29372,pinkCandle,Person39,Person39_11
366,289,298,723,0.34386,sign,Person39,Person39_11
3,4,421,353,0.26701,silverStraw,Person39,Person39_11
323,468,164,132,0.31591,blueSunglasses,Person39,Person39_11
389,310,247,441,0.32454,cloudSign,Person39,Person39_12
139,182,210,437,0.31544,eyeball,Person39,Person39_12
137,266,323,683,0.27917,pumpkinNotes,Person39,Person39_12
-1,-1,924,797,0.44186,birdCall,Person39,Person39_2
-1,-1,502,443,0.43348,cloudSign,Person39,Person39_2
-1,-1,466,336,0.25508,eyeball,Person39,Person39_2
-1,-1,838,658,0.43903,metalKey,Person39,Person39_2
-1,-1,208,453,0.38746,pinkCandle,Person39,Person39_2
-1,-1,888,676,0.6731,pumpkinNotes,Person39,Person39_2
-1,-1,437,877,0.31854,sign,Person39,Person39_2
-1,-1,874,946,0.43305,trophy,Person39,Person39_2
-1,-1,824,434,0.32897,blueSunglasses,Person39,Person39_2
-1,-1,573,527,0.5312,hairClip,Person39,Person39_2
347,76,384,636,0.33589,canadaPencil,Person39,Person39_3
478,424,263,184,0.32768,eyeball,Person39,Person39_3
266,260,696,494,0.33043,noisemaker,Person39,Person39_3
478,217,125,268,0.50711,pinkCandle,Person39,Person39_3
212,84,377,326,0.27488,pumpkinNotes,Person39,Person39_3
431,6,219,676,0.56969,sign,Person39,Person39_3
330,53,424,273,0.49499,blueSunglasses,Person39,Person39_3
538,61,289,270,0.60182,hairClip,Person39,Person39_3
558,462,98,99,0.47764,lavenderDie,Person39,Person39_3
38,511,195,216,0.27429,eyeball,Person39,Person39_4
260,212,290,521,0.25104,partyFavor,Person39,Person39_4
315,222,74,353,0.28828,pinkCandle,Person39,Person39_4
212,4,278,911,0.38681,sign,Person39,Person39_4
232,266,454,535,0.30237,silverStraw,Person39,Person39_4
399,531,227,158,0.26361,blueSunglasses,Person39,Person39_4
504,222,216,159,0.38011,eyeball,Person39,Person39_5
410,323,111,275,0.27423,pinkCandle,Person39,Person39_5
273,109,400,368,0.31648,pumpkinNotes,Person39,Person39_5
300,290,330,321,0.31065,redWhistle,Person39,Person39_5
259,313,283,69,0.26796,blueSunglasses,Person39,Person39_5
454,89,185,210,0.2604,eyeball,Person39,Person39_6
246,162,283,265,0.40877,redWhistle,Person39,Person39_6
3,491,295,521,0.31434,birdCall,Person39,Person39_7
202,326,195,686,0.30531,sign,Person39,Person39_7
269,452,400,308,0.29552,cupcakePaper,Person39,Person39_8
585,305,333,200,0.31671,eyeball,Person39,Person39_8
121,220,121,260,0.45074,pinkCandle,Person39,Person39_8
4,142,353,310,0.42226,redWhistle,Person39,Person39_8
91,104,326,588,0.43712,sign,Person39,Person39_8
278,236,371,575,0.2616,canadaPencil,Person39,Person39_9
351,434,220,229,0.31424,eyeball,Person39,Person39_9
119,498,232,360,0.73885,redWhistle,Person39,Person39_9
1022,8,1694,825,0.55883,birdCall,Person4,Person4_1
1788,1074,767,893,0.35878,cloudSign,Person4,Person4_1
2258,930,941,567,0.35265,eyeball,Person4,Person4_1
1183,794,1344,825,0.44678,metalKey,Person4,Person4_1
1412,1119,1479,1150,0.32501,pumpkinNotes,Person4,Person4_1
121,8,1197,2102,0.51421,sign,Person4,Person4_1
1976,1074,914,273,0.31741,blueSunglasses,Person4,Person4_1
1667,734,1008,998,0.34253,hairClip,Person4,Person4_1
888,1301,1385,976,0.25103,birdCall,Person4,Person4_10
1022,1543,1103,628,0.37858,eyeball,Person4,Person4_10
955,1157,686,1119,0.27103,sign,Person4,Person4_10
1103,212,363,371,0.29988,lavenderDie,Person4,Person4_10
1734,8,2312,1323,0.33134,yellowBag,Person4,Person4_10
1573,515,1156,1051,0.32687,cloudSign,Person4,Person4_11
1519,961,1318,537,0.34811,eyeball,Person4,Person4_11
820,1376,417,651,0.30696,pinkCandle,Person4,Person4_11
1680,189,1452,1059,0.26395,redWhistle,Person4,Person4_11
471,1203,1089,1074,0.27351,sign,Person4,Person4_11
1963,998,336,409,0.67671,lavenderDie,Person4,Person4_11
1250,1611,1801,666,0.33243,metalKey,Person4,Person4_12
2272,530,350,726,0.52942,pinkCandle,Person4,Person4_12
1909,121,1654,2155,0.52993,sign,Person4,Person4_12
2648,174,1398,1429,0.25892,cupcakePaper,Person4,Person4_13
861,983,1412,1142,0.35944,partyFavor,Person4,Person4_13
1197,401,229,658,0.34858,pinkCandle,Person4,Person4_13
1103,144,982,1777,0.44371,sign,Person4,Person4_13
377,386,1815,1346,0.32394,trophy,Person4,Person4_13
1896,8,2151,1860,0.34936,yellowBag,Person4,Person4_13
1022,431,1694,1210,0.33218,birdCall,Person4,Person4_14
1748,779,780,832,0.32779,cloudSign,Person4,Person4_14
2285,628,847,537,0.28062,eyeball,Person4,Person4_14
1707,681,336,772,0.27455,pinkCandle,Person4,Person4_14
874,356,1963,1701,0.32905,pumpkinNotes,Person4,Person4_14
888,8,1385,1187,0.33452,cloudSign,Person4,Person4_15
162,1112,578,530,0.53739,eyeball,Person4,Person4_15
1439,348,296,772,0.33544,pinkCandle,Person4,Person4_15
1035,386,1640,1286,0.39427,pumpkinNotes,Person4,Person4_15
1035,8,592,1588,0.3419,sign,Person4,Person4_15
928,938,1909,1165,0.52332,birdCall,Person4,Person4_16
1452,1172,1398,1036,0.52325,cloudSign,Person4,Person4_16
1318,1112,1116,1165,0.29867,cupcakePaper,Person4,Person4_16
1936,484,1008,492,0.63039,eyeball,Person4,Person4_16
1721,1248,323,598,0.273,pinkCandle,Person4,Person4_16
1022,8,1707,1187,0.29154,pumpkinNotes,Person4,Person4_16
995,1392,1734,885,0.45167,redWhistle,Person4,Person4_16
1089,515,1560,394,0.35101,blueSunglasses,Person4,Person4_16
1963,333,955,809,0.29296,hairClip,Person4,Person4_16
2191,537,444,386,0.45794,lavenderDie,Person4,Person4_16
1358,159,1008,817,0.29913,stickerBox,Person4,Person4_16
350,303,1869,1482,0.55049,pumpkinNotes,Person4,Person4_17
135,477,2366,1482,0.34558,trophy,Person4,Person4_17
444,114,1707,1868,0.72378,yellowBalloon,Person4,Person4_17
404,341,1788,1392,0.31202,yellowBag,Person4,Person4_17
2594,636,847,817,0.46702,cloudSign,Person4,Person4_18
538,900,914,643,0.33533,eyeball,Person4,Person4_18
3132,583,310,613,0.33479,pinkCandle,Person4,Person4_18
1775,280,1922,1535,0.38671,pumpkinNotes,Person4,Person4_18
1398,1051,336,310,0.42967,lavenderDie,Person4,Person4_18
14,371,2084,1354,0.32457,birdCall,Person4,Person4_19
2339,295,820,530,0.34201,eyeball,Person4,Person4_19
2218,61,1600,998,0.28744,metalKey,Person4,Person4_19
2823,189,350,756,0.45535,pinkCandle,Person4,Person4_19
108,318,1815,1762,0.57786,pumpkinNotes,Person4,Person4_19
54,318,1922,1467,0.70131,yellowBalloon,Person4,Person4_19
2218,409,1035,288,0.27006,blueSunglasses,Person4,Person4_19
1103,643,2675,1444,0.30921,yellowBag,Person4,Person4_19
793,8,1573,855,0.42937,birdCall,Person4,Person4_2
336,1331,1304,945,0.34076,cloudSign,Person4,Person4_2
1304,764,1143,613,0.39477,eyeball,Person4,Person4_2
377,726,1842,961,0.49622,metalKey,Person4,Person4_2
1089,1172,1533,1059,0.2651,pumpkinNotes,Person4,Person4_2
847,38,1425,711,0.33553,redWhistle,Person4,Person4_2
296,885,874,1392,0.49707,sign,Person4,Person4_2
1707,1082,888,242,0.33704,blueSunglasses,Person4,Person4_2
2272,114,1775,1528,0.2896,birdCall,Person4,Person4_20
2043,1029,1344,983,0.45104,cloudSign,Person4,Person4_20
861,356,847,431,0.38584,eyeball,Person4,Person4_20
229,8,390,666,0.37676,pinkCandle,Person4,Person4_20
1103,99,1546,1875,0.53789,sign,Person4,Person4_20
2151,1376,1143,280,0.30714,blueSunglasses,Person4,Person4_20
726,38,2326,1974,0.51787,canadaPencil,Person4,Person4_21
2178,318,1076,507,0.3784,eyeball,Person4,Person4_21
820,893,1546,961,0.34359,metalKey,Person4,Person4_21
444,499,2258,1429,0.33123,noisemaker,Person4,Person4_21
2554,333,363,802,0.37787,pinkCandle,Person4,Person4_21
1519,462,1331,1800,0.4683,sign,Person4,Person4_21
955,99,2971,1550,0.35261,silverStraw,Person4,Person4_21
1613,326,2245,1437,0.25734,vancouverCards,Person4,Person4_21
834,1218,1492,295,0.3028,blueSunglasses,Person4,Person4_21
3132,401,350,310,0.46604,lavenderDie,Person4,Person4_21
888,356,2527,1921,0.36846,canadaPencil,Person4,Person4_22
3024,69,1022,968,0.26943,cloudSign,Person4,Person4_22
1183,8,1949,1014,0.27368,cupcakePaper,Person4,Person4_22
2514,386,995,371,0.29424,eyeball,Person4,Person4_22
3024,378,552,688,0.34026,pinkCandle,Person4,Person4_22
995,8,1183,2079,0.53245,sign,Person4,Person4_22
1304,8,2326,923,0.25821,canadaPencil,Person4,Person4_23
1452,499,1358,1051,0.25947,cloudSign,Person4,Person4_23
2433,953,605,832,0.43702,pinkCandle,Person4,Person4_23
2299,492,1465,1739,0.37591,sign,Person4,Person4_23
1533,1611,1250,484,0.29628,blueSunglasses,Person4,Person4_23
2420,772,1627,1505,0.26947,yellowBag,Person4,Person4_23
1707,469,1492,1150,0.3562,birdCall,Person4,Person4_24
1761,8,1990,1603,0.25936,canadaPencil,Person4,Person4_24
1533,8,1250,1127,0.39705,cloudSign,Person4,Person4_24
2057,696,1291,704,0.29437,eyeball,Person4,Person4_24
1479,189,1936,1361,0.40288,pumpkinNotes,Person4,Person4_24
861,1361,834,915,0.26266,sign,Person4,Person4_24
740,598,1707,1195,0.40384,birdCall,Person4,Person4_25
874,764,2057,1172,0.28488,canadaPencil,Person4,Person4_25
1519,719,726,605,0.27986,cloudSign,Person4,Person4_25
417,885,1156,681,0.70853,eyeball,Person4,Person4_25
1680,673,377,741,0.30179,pinkCandle,Person4,Person4_25
363,1301,726,144,0.28274,blueSunglasses,Person4,Person4_25
229,1203,417,348,0.3438,lavenderDie,Person4,Person4_25
1586,840,1694,1376,0.52634,birdCall,Person4,Person4_3
1640,1014,1022,1036,0.41709,cloudSign,Person4,Person4_3
740,938,1694,877,0.26455,metalKey,Person4,Person4_3
753,8,1654,1036,0.33718,partyFavor,Person4,Person4_3
2648,303,1371,1187,0.32985,pumpkinNotes,Person4,Person4_3
2971,666,1076,1611,0.44696,sign,Person4,Person4_3
14,794,2084,1127,0.55861,birdCall,Person4,Person4_4
417,923,1170,885,0.42391,cloudSign,Person4,Person4_4
242,840,968,447,0.36732,eyeball,Person4,Person4_4
14,945,2137,1165,0.34051,pumpkinNotes,Person4,Person4_4
323,1293,1385,484,0.41238,blueSunglasses,Person4,Person4_4
2756,310,1129,855,0.2554,hairClip,Person4,Person4_4
525,961,995,1165,0.34078,stickerBox,Person4,Person4_4
807,1074,3240,1203,0.3011,yellowBag,Person4,Person4_4
1371,515,1586,1059,0.38028,birdCall,Person4,Person4_5
2406,711,1197,976,0.387,cloudSign,Person4,Person4_5
2124,477,1156,522,0.30027,eyeball,Person4,Person4_5
780,749,1613,930,0.30925,metalKey,Person4,Person4_5
1129,567,1479,1006,0.27334,partyFavor,Person4,Person4_5
2352,484,793,1429,0.28943,sign,Person4,Person4_5
847,1165,1479,401,0.334,blueSunglasses,Person4,Person4_5
1640,333,1062,794,0.27843,eyeball,Person4,Person4_6
1613,545,2232,1316,0.54836,pumpkinNotes,Person4,Person4_6
2312,938,861,900,0.46328,stickerBox,Person4,Person4_6
1761,8,1922,1233,0.35361,pumpkinNotes,Person4,Person4_7
1855,1225,1143,976,0.30503,hairClip,Person4,Person4_7
2218,1490,390,394,0.3264,lavenderDie,Person4,Person4_7
2245,167,995,832,0.28132,stickerBox,Person4,Person4_7
2272,8,1492,998,0.4414,birdCall,Person4,Person4_8
1600,1255,1143,855,0.396,cloudSign,Person4,Person4_8
2568,8,928,583,0.29992,eyeball,Person4,Person4_8
2272,1240,350,908,0.39316,pinkCandle,Person4,Person4_8
2057,152,1358,499,0.34129,blueSunglasses,Person4,Person4_8
1035,590,1049,893,0.39248,cloudSign,Person4,Person4_9
1627,915,1062,613,0.46423,eyeball,Person4,Person4_9
941,575,1855,953,0.31041,metalKey,Person4,Person4_9
1129,424,377,945,0.39809,pinkCandle,Person4,Person4_9
1210,1369,1331,908,0.3668,pumpkinNotes,Person4,Person4_9
1371,159,1533,1104,0.29713,redWhistle,Person4,Person4_9
1573,1195,1170,348,0.39738,blueSunglasses,Person4,Person4_9
1560,250,1210,976,0.3575,hairClip,Person4,Person4_9
-1,-1,1348,2523,0.41668,sign,Person40,Person40_1
-1,-1,605,576,0.34569,lavenderDie,Person40,Person40_1
1055,795,1953,1602,0.30762,birdCall,Person40,Person40_10
1884,1176,985,1291,0.30588,cloudSign,Person40,Person40_10
847,1556,1590,1544,0.58092,redWhistle,Person40,Person40_10
1279,957,1521,1371,0.48834,hairClip,Person40,Person40_10
18,1222,2074,2247,0.25895,yellowBag,Person40,Person40_10
-1,-1,2005,1440,0.48157,metalKey,Person40,Person40_2
-1,-1,553,1256,0.48291,pinkCandle,Person40,Person40_2
-1,-1,1746,1579,0.48253,redWhistle,Person40,Person40_2
-1,-1,1901,2869,0.53229,sign,Person40,Person40_2
-1,-1,1919,1844,0.30843,silverStraw,Person40,Person40_2
-1,-1,398,542,0.4168,lavenderDie,Person40,Person40_2
-1,-1,3318,2086,0.51497,yellowBag,Person40,Person40_2
-1,-1,1504,1037,0.81419,eyeball,Person40,Person40_3
-1,-1,2005,1268,0.38749,redWhistle,Person40,Person40_3
-1,-1,1037,358,0.50227,blueSunglasses,Person40,Person40_3
-1,-1,1176,1268,0.5581,hairClip,Person40,Person40_3
-1,-1,657,542,0.60364,lavenderDie,Person40,Person40_3
-1,-1,3387,2546,0.32872,yellowBag,Person40,Person40_3
-1,-1,1314,830,0.81999,eyeball,Person40,Person40_4
-1,-1,813,185,0.33299,blueSunglasses,Person40,Person40_4
-1,-1,1141,1187,0.51702,hairClip,Person40,Person40_4
-1,-1,605,576,0.56133,lavenderDie,Person40,Person40_4
-1,-1,3491,2523,0.45932,yellowBag,Person40,Person40_4
1176,139,2454,2408,0.53501,birdCall,Person40,Person40_5
1279,116,1487,1003,0.37166,eyeball,Person40,Person40_5
2230,1072,346,1072,0.26057,pinkCandle,Person40,Person40_5
1106,12,2558,1740,0.299,pumpkinNotes,Person40,Person40_5
1590,70,1590,2097,0.46077,trophy,Person40,Person40_5
1435,1636,1936,381,0.35999,blueSunglasses,Person40,Person40_5
1728,876,1400,1544,0.42307,hairClip,Person40,Person40_5
1590,1383,1608,1383,0.35808,cloudSign,Person40,Person40_6
4009,1533,1176,657,0.33389,eyeball,Person40,Person40_6
2437,1383,2143,1417,0.48701,metalKey,Person40,Person40_6
2506,1567,553,1083,0.44165,pinkCandle,Person40,Person40_6
2057,1095,1452,2374,0.50599,sign,Person40,Person40_6
3958,1844,1245,507,0.33232,blueSunglasses,Person40,Person40_6
1556,265,1694,1659,0.34237,cloudSign,Person40,Person40_7
1694,12,2109,2650,0.26154,pumpkinNotes,Person40,Person40_9
588,300,3612,2581,0.4645,yellowBag,Person40,Person40_9
4107,1010,1245,760,0.25756,eyeball,Person5,Person5_1
1174,240,2578,1900,0.32422,partyFavor,Person5,Person5_1
3858,870,285,1050,0.33027,pinkCandle,Person5,Person5_1
285,10,2134,2090,0.37334,sign,Person5,Person5_1
1192,860,1085,640,0.25058,eyeball,Person5,Person5_10
1476,580,445,1230,0.42211,pinkCandle,Person5,Person5_10
1672,1230,3147,1780,0.40247,pumpkinNotes,Person5,Person5_10
658,690,2009,1390,0.33969,redWhistle,Person5,Person5_10
2294,1410,1885,1600,0.26247,stickerBox,Person5,Person5_10
2649,690,2703,2210,0.33973,birdCall,Person5,Person5_11
18,10,1280,1630,0.30028,cloudSign,Person5,Person5_11
3751,1550,534,950,0.30583,pinkCandle,Person5,Person5_11
1423,550,2063,1670,0.27818,pumpkinNotes,Person5,Person5_11
800,830,1796,1080,0.53765,redWhistle,Person5,Person5_11
3894,10,1458,1810,0.54933,sign,Person5,Person5_11
1405,1150,1334,470,0.29181,blueSunglasses,Person5,Person5_11
3485,1560,1867,1450,0.28566,yellowBag,Person5,Person5_11
72,650,1796,1900,0.32069,cupcakePaper,Person5,Person5_12
1991,1350,2507,1660,0.28774,pumpkinNotes,Person5,Person5_12
1138,10,1867,1180,0.64787,redWhistle,Person5,Person5_12
1103,10,1209,2490,0.31432,sign,Person5,Person5_12
18,1760,2080,1250,0.46151,silverStraw,Person5,Person5_12
1369,10,2240,660,0.32729,blueSunglasses,Person5,Person5_12
2294,90,2614,1710,0.31287,birdCall,Person5,Person5_13
943,360,1476,1110,0.32636,cloudSign,Person5,Person5_13
3289,760,1369,420,0.49951,eyeball,Person5,Person5_13
2667,2060,1885,950,0.41257,redWhistle,Person5,Person5_13
2809,900,854,2110,0.32474,sign,Person5,Person5_13
2329,600,1796,710,0.45395,blueSunglasses,Person5,Person5_13
2987,420,1192,1150,0.33339,stickerBox,Person5,Person5_13
1049,10,1316,2240,0.37022,sign,Person5,Person5_14
18,10,2045,1080,0.33967,birdCall,Person5,Person5_15
125,1850,1618,1160,0.25568,cloudSign,Person5,Person5_15
338,1920,1227,670,0.3115,eyeball,Person5,Person5_15
18,10,2063,1140,0.25795,partyFavor,Person5,Person5_15
1458,1000,498,760,0.26464,pinkCandle,Person5,Person5_15
1049,950,2116,2060,0.31996,canadaPencil,Person5,Person5_16
1476,1560,1192,880,0.37908,cloudSign,Person5,Person5_16
3627,1200,1725,1670,0.2686,cupcakePaper,Person5,Person5_16
1600,2340,1032,670,0.27231,eyeball,Person5,Person5_16
1120,1860,1974,1150,0.27565,metalKey,Person5,Person5_16
1760,1470,640,1140,0.47185,pinkCandle,Person5,Person5_16
2969,130,1298,2880,0.53988,sign,Person5,Person5_16
3431,300,1120,950,0.27741,hairClip,Person5,Person5_16
18,950,2703,2060,0.35493,yellowBag,Person5,Person5_16
1476,1670,3876,1340,0.33929,canadaPencil,Person5,Person5_17
214,10,1440,1250,0.29086,cloudSign,Person5,Person5_17
2596,1930,2063,1050,0.28226,metalKey,Person5,Person5_17
818,30,4534,2230,0.49742,noisemaker,Person5,Person5_17
320,620,2027,1570,0.28032,partyFavor,Person5,Person5_17
1049,260,569,990,0.33452,pinkCandle,Person5,Person5_17
569,180,1547,2780,0.28242,sign,Person5,Person5_17
2400,820,1618,700,0.41141,eyeball,Person5,Person5_18
1085,880,1298,1430,0.28866,cloudSign,Person5,Person5_19
1352,810,3058,2040,0.45996,cupcakePaper,Person5,Person5_19
392,130,4160,2850,0.58507,paperPlate,Person5,Person5_19
1529,120,2614,2080,0.34413,pumpkinNotes,Person5,Person5_19
2223,10,1280,2780,0.28011,sign,Person5,Person5_19
1352,210,2240,1490,0.41074,birdCall,Person5,Person5_2
4071,1020,1280,770,0.37416,eyeball,Person5,Person5_2
2631,540,480,860,0.37269,pinkCandle,Person5,Person5_2
1920,280,1903,2200,0.41903,sign,Person5,Person5_2
2383,690,2969,1780,0.36562,canadaPencil,Person5,Person5_20
18,690,3858,1810,0.34303,noisemaker,Person5,Person5_20
4160,860,427,1090,0.25121,pinkCandle,Person5,Person5_20
3307,1500,2045,1510,0.3042,pumpkinNotes,Person5,Person5_20
1654,1200,3200,1640,0.30597,vancouverCards,Person5,Person5_20
143,1620,1618,1390,0.25395,sign,Person5,Person5_21
4107,2230,534,410,0.40833,lavenderDie,Person5,Person5_21
1956,1240,1796,1770,0.33194,sign,Person5,Person5_22
2845,1360,2347,1650,0.32754,sign,Person5,Person5_23
3005,100,1156,810,0.26212,cloudSign,Person5,Person5_24
2329,10,1049,2270,0.39555,sign,Person5,Person5_24
2756,10,978,2400,0.31331,sign,Person5,Person5_25
1316,320,2311,2120,0.31102,sign,Person5,Person5_26
1085,10,4267,2010,0.29776,silverStraw,Person5,Person5_26
4142,1800,463,460,0.25442,lavenderDie,Person5,Person5_26
1814,750,2063,2260,0.49559,sign,Person5,Person5_27
2205,420,1280,1120,0.2526,eyeball,Person5,Person5_28
1814,1280,2063,1540,0.31704,partyFavor,Person5,Person5_28
2151,950,1405,2060,0.27814,sign,Person5,Person5_28
2205,1200,516,380,0.53816,lavenderDie,Person5,Person5_28
2969,220,1245,640,0.31521,eyeball,Person5,Person5_29
3343,890,480,1030,0.42332,pinkCandle,Person5,Person5_29
2951,140,1352,2870,0.66304,sign,Person5,Person5_29
2187,1750,605,510,0.35957,lavenderDie,Person5,Person5_29
4142,1070,1209,660,0.34864,eyeball,Person5,Person5_3
1476,2300,356,310,0.45444,lavenderDie,Person5,Person5_3
2151,910,1352,1330,0.29041,cloudSign,Person5,Person5_30
1636,1260,1672,700,0.36603,eyeball,Person5,Person5_30
1067,1770,2080,1240,0.2557,partyFavor,Person5,Person5_30
1867,780,409,810,0.43925,pinkCandle,Person5,Person5_30
800,10,1849,2430,0.61576,sign,Person5,Person5_30
2560,1810,605,400,0.55465,lavenderDie,Person5,Person5_30
587,940,2969,2070,0.34323,birdCall,Person5,Person5_31
747,550,2631,2080,0.55709,pumpkinNotes,Person5,Person5_31
1103,610,1974,1520,0.34106,yellowBalloon,Person5,Person5_31
1174,1970,1849,540,0.28387,blueSunglasses,Person5,Person5_31
1636,1520,2436,1490,0.61074,birdCall,Person5,Person5_32
1014,1420,1387,810,0.25392,eyeball,Person5,Person5_32
1103,520,463,1290,0.25293,pinkCandle,Person5,Person5_32
1440,1400,2063,1260,0.29503,redWhistle,Person5,Person5_32
1352,10,1494,1950,0.52888,sign,Person5,Person5_32
1387,1810,2187,870,0.28699,blueSunglasses,Person5,Person5_32
1209,820,2525,1970,0.66718,birdCall,Person5,Person5_33
2560,1080,1298,650,0.33166,eyeball,Person5,Person5_33
3360,180,534,1120,0.26258,pinkCandle,Person5,Person5_33
1689,10,1583,1690,0.5076,sign,Person5,Person5_33
1956,1280,1814,660,0.30557,blueSunglasses,Person5,Person5_33
4071,70,445,370,0.28111,cloudSign,Person5,Person5_34
3289,840,640,1150,0.26143,pinkCandle,Person5,Person5_34
3858,60,1085,2620,0.28957,sign,Person5,Person5_34
854,1020,1725,1120,0.30187,cloudSign,Person5,Person5_35
2916,1740,1387,990,0.3731,eyeball,Person5,Person5_35
534,470,2329,1830,0.35423,pumpkinNotes,Person5,Person5_35
498,770,2400,1700,0.25857,trophy,Person5,Person5_35
2898,1700,1423,650,0.2687,blueSunglasses,Person5,Person5_35
907,800,1654,1230,0.26597,hairClip,Person5,Person5_35
3218,1940,747,560,0.28163,lavenderDie,Person5,Person5_35
2880,1470,1458,1540,0.42822,stickerBox,Person5,Person5_35
2934,1440,2116,1550,0.42616,birdCall,Person5,Person5_36
960,910,1476,1350,0.32926,cloudSign,Person5,Person5_36
818,10,1814,1760,0.2929,cupcakePaper,Person5,Person5_36
2489,1310,2205,1470,0.30879,partyFavor,Person5,Person5_36
1405,1100,605,1030,0.3876,pinkCandle,Person5,Person5_36
1049,10,1352,2570,0.60604,sign,Person5,Person5_36
1103,10,1974,1540,0.26643,stickerBox,Person5,Person5_36
2134,1030,2240,1530,0.30944,birdCall,Person5,Person5_37
2223,1040,2827,1500,0.29002,canadaPencil,Person5,Person5_37
1192,280,1796,1300,0.33366,cloudSign,Person5,Person5_37
2329,710,1014,940,0.33,eyeball,Person5,Person5_37
1814,380,640,1150,0.48202,pinkCandle,Person5,Person5_37
925,90,1583,1300,0.28893,redWhistle,Person5,Person5_37
392,10,1192,2320,0.51899,sign,Person5,Person5_37
1476,830,1991,680,0.30224,blueSunglasses,Person5,Person5_37
18,1230,2187,1780,0.3123,yellowBag,Person5,Person5_37
2880,1090,1440,1410,0.36867,cloudSign,Person5,Person5_38
3414,700,338,970,0.3315,pinkCandle,Person5,Person5_38
1831,570,3520,2060,0.27645,pumpkinNotes,Person5,Person5_38
3094,810,1760,1130,0.35477,redWhistle,Person5,Person5_38
2276,820,1920,690,0.27074,blueSunglasses,Person5,Person5_38
1867,1510,1974,1430,0.25155,canadaPencil,Person5,Person5_39
1991,530,2454,1720,0.2552,metalKey,Person5,Person5_39
2560,930,552,1350,0.3434,pinkCandle,Person5,Person5_39
2151,500,2916,2140,0.3027,pumpkinNotes,Person5,Person5_39
2329,10,1014,2750,0.31344,sign,Person5,Person5_39
2045,1250,2383,700,0.29033,blueSunglasses,Person5,Person5_39
1085,1620,1227,850,0.35805,eyeball,Person5,Person5_4
1334,40,2240,1870,0.34875,partyFavor,Person5,Person5_4
3858,670,249,1030,0.28515,pinkCandle,Person5,Person5_4
125,10,1672,1660,0.34677,sign,Person5,Person5_4
1352,1090,1476,1410,0.25421,cloudSign,Person5,Person5_40
534,1870,1547,770,0.37184,eyeball,Person5,Person5_40
2916,860,676,1050,0.25732,pinkCandle,Person5,Person5_40
2098,600,2223,2000,0.29516,trophy,Person5,Person5_40
1476,1850,427,370,0.58002,lavenderDie,Person5,Person5_40
3058,980,1085,1210,0.26082,cloudSign,Person5,Person5_41
2703,1780,1085,520,0.3663,eyeball,Person5,Person5_41
3343,600,534,1160,0.32525,pinkCandle,Person5,Person5_41
2916,430,2169,1930,0.32691,pumpkinNotes,Person5,Person5_41
3200,1020,1529,1140,0.25773,cloudSign,Person5,Person5_42
1192,2070,1796,790,0.42651,eyeball,Person5,Person5_42
1494,330,1920,1230,0.27627,redWhistle,Person5,Person5_42
2045,500,1618,470,0.29072,blueSunglasses,Person5,Person5_42
1743,2050,623,370,0.34777,lavenderDie,Person5,Person5_42
1067,860,2045,1450,0.28454,birdCall,Person5,Person5_43
1849,280,534,480,0.4467,lavenderDie,Person5,Person5_43
1991,720,2489,2180,0.30376,yellowBag,Person5,Person5_43
4054,760,1298,850,0.26313,eyeball,Person5,Person5_5
658,400,587,1090,0.31566,pinkCandle,Person5,Person5_5
267,10,1369,2130,0.43026,sign,Person5,Person5_5
1476,140,1991,1610,0.40187,birdCall,Person5,Person5_6
1120,1340,1885,990,0.30441,eyeball,Person5,Person5_6
